time;cc;pci;earfcn;rsrp;pl;cfo;dl_mcs;dl_snr;dl_turbo;dl_brate;dl_bler;ul_ta;ul_mcs;ul_buff;ul_brate;ul_bler;rf_o;rf_u;rf_l;is_attached
126838;0;1;3400;-93;93;3060.866211;3.3;6.1;0.47;0.0;0.0;0.52;0.0;45;88;0;0.0;0.0;0.0;1.0
127837;0;1;3400;-93;93;3065.676270;2.3;6.2;0.34;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
128836;0;1;3400;-93;93;3071.226318;0.0;6.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
129835;0;1;3400;-93;93;3061.763672;0.40;6.7;0.050;473;0;0.0;0.0;0.0;56;33;0.0;0.0;0.0;0.0
130832;0;1;3400;-93;93;3070.491699;1.1;6.1;0.50;0.0;0.0;0.52;0.0;0.0;112;73;0.0;1.0;1.0;0.0
131830;0;1;3400;-93;93;3073.737549;1.0;5.1;0.50;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
132829;0;1;3400;-93;93;3071.310059;1.0;5.7;0.50;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
133828;0;1;3400;-93;93;3074.285889;1.0;6.1;0.50;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
134827;0;1;3400;-93;93;3090.357666;1.1;5.7;0.66;470;0;0.52;0.0;0.0;279;60;0.0;2.0;1.0;0.0
135826;0;1;3400;-93;93;3077.938477;1.0;5.4;0.74;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
136825;0;1;3400;-93;93;3072.216064;1.0;5.7;0.73;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
137824;0;1;3400;-93;93;3069.172852;1.0;5.8;0.74;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
138823;0;1;3400;-93;93;3038.807861;1.2;5.6;0.64;472;0;0.52;0.0;0.0;0.0;78;0.0;2.0;1.0;0.0
139822;0;1;3400;-93;93;3071.359375;1.0;5.9;0.50;0.0;0.0;0.52;0.0;0.0;56;71;0.0;0.0;1.0;0.0
140821;0;1;3400;-93;93;3066.443848;1.0;6.1;0.50;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
141820;0;1;3400;-93;93;3064.202881;1.0;5.7;0.50;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
142819;0;1;3400;-93;93;3055.929688;1.1;5.9;0.50;144;0;0.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
143818;0;1;3400;-93;93;3062.731201;1.1;6.1;0.53;329;0;0.52;0.0;0.0;112;73;0.0;0.0;0.0;0.0
144817;0;1;3400;-93;93;3060.034180;1.0;6.1;0.50;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
145816;0;1;3400;-93;93;3057.741943;1.0;6.0;0.50;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
146815;0;1;3400;-93;93;3061.197266;1.0;5.7;0.50;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
147814;0;1;3400;-93;93;3068.833496;1.5;5.6;0.54;472;0;0.52;0.0;0.0;168;68;0.0;1.0;0.0;0.0
148813;0;1;3400;-93;93;3063.936035;1.0;6.2;0.74;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
149811;0;1;3400;-93;93;3063.315918;1.0;5.7;0.74;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
150810;0;1;3400;-93;93;3058.121826;1.0;6.2;0.74;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
151809;0;1;3400;-93;93;2994.540283;1.2;5.7;0.74;617;0;0.52;0.0;0.0;56;57;0.0;0.0;1.0;0.0
152807;0;1;3400;-93;93;3057.501953;1.0;6.4;0.49;0.0;0.0;0.52;0.0;0.0;112;72;0.0;2.0;0.0;0.0
153806;0;1;3400;-93;93;3054.175049;1.0;6.0;0.50;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
